customer_id,surname,credit_score,geography,gender,age,tenure,balance,product_count,has_creditcard,active_member,estimated_salary,complain,satisfaction_score,card_type,points_earned,churn
15731442,Aksakova,567,France,Male,null,3,0.0,2,null,null,62390.28,null,null,null,null,0
15731457,Trevisani,725,France,Male,null,3,0.0,2,null,null,170890.86,null,null,null,null,null
15731542,Chiemezie,707,France,Male,null,5,110148.57,2,null,null,5983.4,null,null,null,null,0
15731552,Yobanna,619,Germany,Female,null,5,114453.58,1,null,null,106959.98,null,null,null,null,null
15731630,Piazza,684,France,Male,null,2,0.0,2,null,null,168069.19,null,null,null,null,null
15731660,Tung,714,France,Male,null,2,0.0,2,null,null,86099.27,null,null,null,null,0
15731667,Liao,627,Spain,Female,null,4,0.0,2,null,null,157033.74,null,null,null,null,null
15731687,Chukwudi,706,France,Female,null,3,162491.95,1,null,null,177720.85,null,null,null,null,null
15731770,Chienezie,549,France,Male,null,1,141938.15,1,null,null,142210.79,null,null,null,null,0
15731794,Yeh,706,Spain,Female,null,7,145749.98,1,null,null,150689.74,null,null,null,null,0
15731822,Fanucci,687,Germany,Female,null,10,113697.27,1,null,null,172363.21,null,null,null,null,null
15731838,Hao,816,Germany,Female,null,4,101648.96,2,null,null,100015.79,null,null,null,null,0
15731840,Ojiofor,655,Germany,Female,null,6,106441.59,2,null,null,172792.89,null,null,null,null,0
15731877,Chukwujekwu,663,France,Male,null,9,124978.52,1,null,null,51148.6,null,null,null,null,null
15732237,Y?,698,France,Female,null,10,112610.77,1,null,null,28789.93,null,null,null,null,0
15732328,Onwuatuegwu,656,Spain,Female,null,1,0.0,2,null,null,153831.71,null,null,null,null,null
15732372,Pethard,768,France,Male,null,0,0.0,2,null,null,159629.64,null,null,null,null,0
15732378,K?,850,Spain,Female,null,2,0.0,2,null,null,141210.5,null,null,null,null,0
15732413,Lai,602,France,Male,null,3,0.0,2,null,null,63667.46,null,null,null,null,0
15732439,Brown,751,Germany,Male,null,10,157861.96,2,null,null,185225.24,null,null,null,null,null
15732450,Hsiung,646,Germany,Female,null,2,133705.74,2,null,null,102260.16,null,null,null,null,null
15732451,Chinweike,629,Germany,Female,null,8,105770.4,2,null,null,95562.88,null,null,null,null,1
15732462,Kudryashova,706,Germany,Female,null,1,124974.11,2,null,null,117954.55,null,null,null,null,0
15732468,Liao,623,Spain,Male,null,4,0.0,2,null,null,131768.98,null,null,null,null,0
15732469,T'ien,738,France,Male,null,1,0.0,2,null,null,113581.05,null,null,null,null,0
15732478,Lucchesi,709,Germany,Female,null,4,126473.33,2,null,null,161440.8,null,null,null,null,0
15732532,Tretyakova,735,Spain,Female,null,1,99095.73,1,null,null,52885.23,null,null,null,null,0
15732534,Lai,586,Spain,Male,null,10,0.0,2,null,null,57909.85,null,null,null,null,0
15732561,T'ien,667,France,Male,null,4,0.0,2,null,null,58320.44,null,null,null,null,null
15732569,T'ao,668,Spain,Male,null,5,121898.68,1,null,null,131776.45,null,null,null,null,1
15732577,K'ung,516,Spain,Female,null,5,0.0,2,null,null,141798.54,null,null,null,null,0
15732599,Kao,659,France,Female,null,6,0.0,2,null,null,102981.02,null,null,null,null,0
15732618,Fiorentino,721,France,Male,null,5,0.0,2,null,null,184866.24,null,null,null,null,null
15732626,Chien,707,France,Male,null,7,146093.46,1,null,null,142670.29,null,null,null,null,null
15732629,Y?,749,Germany,Male,null,9,124445.17,1,null,null,57587.05,null,null,null,null,0
15732635,Nwankwo,678,France,Female,null,6,0.0,1,null,null,74850.97,null,null,null,null,0
15732638,Pisani,588,Spain,Female,null,4,0.0,2,null,null,143598.27,null,null,null,null,0
15732661,Horsfall,588,Germany,Male,null,1,133501.56,1,null,null,58965.09,null,null,null,null,1
15732664,Chukwujekwu,620,Spain,Female,null,6,137389.77,1,null,null,57896.87,null,null,null,null,0
15732668,Ulyanova,498,France,Male,null,5,0.0,1,null,null,86792.28,null,null,null,null,1
15732670,Yeh,751,France,Male,null,5,0.0,1,null,null,180344.69,null,null,null,null,1
15732681,Onwuamaeze,615,France,Male,null,4,0.0,2,null,null,125256.02,null,null,null,null,0
15732709,Zetticci,624,France,Male,null,3,0.0,2,null,null,107891.02,null,null,null,null,0
15732721,Zuev,699,Spain,Male,null,2,96654.74,1,null,null,144725.24,null,null,null,null,0
15732772,Chia,572,Germany,Male,null,6,142396.38,1,null,null,88407.4,null,null,null,null,null
15732789,Tsao,756,France,Male,null,8,0.0,2,null,null,161478.17,null,null,null,null,0
15732790,Trevisani,582,France,Male,null,1,0.0,2,null,null,117948.54,null,null,null,null,0
15732824,Manna,693,Spain,Male,null,1,0.0,2,null,null,148547.73,null,null,null,null,0
15732836,Pagnotto,545,Spain,Male,null,2,109681.68,2,null,null,167543.08,null,null,null,null,null
15732842,Calabrese,587,France,Male,null,7,0.0,2,null,null,121164.5,null,null,null,null,0
15732850,Ritchie,727,France,Female,null,8,0.0,1,null,null,54229.72,null,null,null,null,1
15732865,Romani,637,France,Male,null,0,98205.77,1,null,null,135084.47,null,null,null,null,null
15732867,Padovesi,757,Spain,Male,null,2,0.0,2,null,null,122298.69,null,null,null,null,null
15732868,Mistry,850,Spain,Female,null,8,0.0,4,null,null,103347.56,null,null,null,null,1
15732892,Baresi,709,Germany,Male,null,4,121659.14,2,null,null,121898.78,null,null,null,null,null
15732941,Yudina,596,Spain,Male,null,8,0.0,2,null,null,88971.72,null,null,null,null,0
15732945,Kao,711,France,Female,null,6,0.0,1,null,null,136887.7,null,null,null,null,null
15732958,Mazzi,751,France,Male,null,5,0.0,2,null,null,121299.18,null,null,null,null,null
15732973,Chiekwugo,667,France,Male,null,8,141547.26,2,null,null,93553.03,null,null,null,null,null
15732976,Ugoji,715,Spain,Male,null,8,0.0,2,null,null,1735.71,null,null,null,null,0
15732981,Toscani,607,Germany,Male,null,7,121164.31,2,null,null,121053.82,null,null,null,null,0
15732988,Hsu,726,Spain,Female,null,1,0.0,2,null,null,117834.91,null,null,null,null,0
15732997,Pethard,763,Spain,Male,null,8,135851.24,1,null,null,161425.26,null,null,null,null,0
15733018,Watson,728,France,Male,null,4,82613.56,2,null,null,149170.92,null,null,null,null,0
15733031,Okeke,642,Germany,Male,null,7,167983.99,1,null,null,53520.37,null,null,null,null,0
15733042,Hsueh,773,France,Male,null,8,0.0,2,null,null,171922.92,null,null,null,null,0
15733059,Brownless,669,France,Male,null,6,98587.12,1,null,null,91514.62,null,null,null,null,0
15733227,Dike,554,France,Male,null,3,0.0,1,null,null,136521.82,null,null,null,null,0
15733271,Tuan,705,Spain,Female,null,7,170856.76,1,null,null,51919.27,null,null,null,null,0
15733358,Shao,619,Spain,Female,null,9,0.0,2,null,null,62845.32,null,null,null,null,0
15733381,Macleod,649,Germany,Male,null,4,101851.8,2,null,null,165561.85,null,null,null,null,0
15734006,Toscani,562,France,Female,null,3,0.0,1,null,null,50404.72,null,null,null,null,1
15734051,H?,773,France,Female,null,7,80790.33,1,null,null,55725.48,null,null,null,null,null
15734116,Cattaneo,699,Germany,Female,null,4,123955.56,1,null,null,48226.18,null,null,null,null,null
15734146,Onyemere,724,France,Male,null,0,0.0,1,null,null,121525.57,null,null,null,null,0
15734180,Onyekaozulu,656,France,Female,null,1,0.0,1,null,null,141249.64,null,null,null,null,null
15734186,Tuan,682,France,Male,null,1,0.0,2,null,null,138380.24,null,null,null,null,null
15734245,Chukwumaobim,637,France,Female,null,2,123783.18,1,null,null,72985.69,null,null,null,null,null
15734359,Shih,683,Spain,Female,null,4,96353.7,2,null,null,132547.53,null,null,null,null,0
15734519,Shao,721,Spain,Male,null,0,0.0,2,null,null,139908.66,null,null,null,null,0
15734528,Ozioma,543,France,Male,null,7,117547.92,1,null,null,70729.61,null,null,null,null,0
15734532,Laidley,577,Spain,Male,null,6,127545.84,1,null,null,170529.73,null,null,null,null,null
15734539,Tien,686,France,Male,null,9,0.0,2,null,null,171036.55,null,null,null,null,0
15734560,Zuyev,663,France,Male,null,1,0.0,1,null,null,105876.06,null,null,null,null,1
15734567,Ulyanov,714,Germany,Male,null,8,133567.41,2,null,null,181768.59,null,null,null,null,null
15734569,Chukwuhaenye,698,Germany,Female,null,10,106678.56,2,null,null,144850.59,null,null,null,null,0
15734577,T'ang,644,Germany,Male,null,1,127864.2,1,null,null,130846.19,null,null,null,null,null
15734584,Hsing,567,Germany,Male,null,9,99165.86,2,null,null,69011.41,null,null,null,null,null
15734605,Yobachi,648,Germany,Male,null,2,134712.81,4,null,null,65636.92,null,null,null,null,null
15734891,Hsiao,543,France,Male,null,3,0.0,1,null,null,125428.39,null,null,null,null,0
15735116,Lettiere,634,France,Female,null,5,0.0,2,null,null,1173.34,null,null,null,null,0
15735245,Hughes,754,Germany,Female,null,4,127157.86,2,null,null,137959.59,null,null,null,null,null
15735264,Hsueh,700,France,Female,null,6,96814.46,2,null,null,110114.19,null,null,null,null,1
15735348,Genovese,645,Germany,Female,null,4,84496.84,1,null,null,61581.4,null,null,null,null,null
15736063,Genovese,553,France,Female,null,9,129109.82,1,null,null,79814.73,null,null,null,null,0
15736077,Aitken,677,Germany,Male,null,1,152284.79,1,null,null,73939.24,null,null,null,null,0
15736106,Chiemela,646,Spain,Male,null,6,148495.02,1,null,null,149558.41,null,null,null,null,null
15736133,Hsieh,635,Spain,Male,null,7,0.0,2,null,null,1276.87,null,null,null,null,null
15736246,Chukwudi,479,France,Female,null,9,146325.07,1,null,null,164924.66,null,null,null,null,1
15736279,Pugh,748,France,Male,null,5,160982.09,1,null,null,184340.67,null,null,null,null,null
15736398,T'ao,754,Germany,Female,null,6,132934.92,2,null,null,123825.38,null,null,null,null,null
15736422,Pisano,598,Germany,Male,null,6,117265.21,2,null,null,102799.22,null,null,null,null,null
15736471,Pirozzi,745,Spain,Male,null,7,118098.54,1,null,null,172497.7,null,null,null,null,0
15736487,Folliero,644,Spain,Male,null,2,0.0,1,null,null,142331.62,null,null,null,null,0
15736521,Yobanna,579,Spain,Female,null,3,115462.09,1,null,null,60778.51,null,null,null,null,null
15736569,Fiorentino,680,Germany,Female,null,1,154719.71,2,null,null,138021.37,null,null,null,null,null
15736588,Mazzi,707,Spain,Female,null,10,0.0,1,null,null,143666.28,null,null,null,null,null
15736589,Nwagugheuzo,593,France,Female,null,2,0.0,2,null,null,98896.07,null,null,null,null,null
15736692,Trevisani,629,France,Male,null,8,0.0,2,null,null,173835.24,null,null,null,null,null
15736905,Martin,850,France,Female,null,7,0.0,2,null,null,60904.12,null,null,null,null,1
15736998,Yobanna,593,France,Female,null,6,157761.56,1,null,null,7900.46,null,null,null,null,null
15737048,Fanucci,508,Spain,Male,null,10,152310.5,1,null,null,118716.33,null,null,null,null,0
15737065,Palermo,740,Germany,Female,null,5,82559.38,1,null,null,126142.93,null,null,null,null,1
15737088,H?,621,Germany,Male,null,2,121355.98,1,null,null,161352.41,null,null,null,null,0
15737160,Johnson,642,France,Female,null,6,144238.7,1,null,null,184399.76,null,null,null,null,0
15737264,P'eng,719,France,Female,null,3,0.0,2,null,null,120880.72,null,null,null,null,0
15737339,T'ao,686,Spain,Male,null,1,142644.64,1,null,null,93716.38,null,null,null,null,0
15737490,T'ang,561,France,Male,null,4,0.0,1,null,null,71638.0,null,null,null,null,null
15737558,Ts'ai,578,France,Male,null,8,0.0,2,null,null,103960.57,null,null,null,null,0
15737602,Ting,506,Spain,Female,null,5,0.0,1,null,null,129840.78,null,null,null,null,0
15737646,Feng,575,Spain,Male,null,2,126550.9,2,null,null,184836.24,null,null,null,null,0
15737687,L?,714,Spain,Male,null,8,0.0,2,null,null,153787.38,null,null,null,null,0
15737690,Manna,706,Germany,Male,null,6,117035.65,1,null,null,117023.04,null,null,null,null,1
15737709,Fiorentino,661,France,Female,null,3,81733.74,1,null,null,185537.74,null,null,null,null,1
15737806,Tretyakova,712,Germany,Male,null,3,153093.05,2,null,null,173486.23,null,null,null,null,null
15737963,Lu,577,Germany,Female,null,2,142730.1,2,null,null,1713.1,null,null,null,null,null
15738068,Pisani,554,Germany,Male,null,6,178714.07,2,null,null,51345.88,null,null,null,null,0
15738069,Tseng,745,Spain,Female,null,8,125536.3,1,null,null,161054.13,null,null,null,null,1
15738171,Mazzi,555,France,Female,null,8,0.0,2,null,null,146585.79,null,null,null,null,1
15738246,Trevisano,496,Spain,Male,null,1,106804.26,1,null,null,152577.62,null,null,null,null,null
15738247,Ch'iu,644,Germany,Male,null,0,121063.88,2,null,null,102076.02,null,null,null,null,1
15738250,Chiang,646,France,Female,null,4,118590.25,1,null,null,79590.32,null,null,null,null,null
15738272,Fiorentini,751,Germany,Male,null,3,129894.56,1,null,null,92811.2,null,null,null,null,1
15738491,L?,655,France,Female,null,9,0.0,1,null,null,101728.3,null,null,null,null,null
15738883,Yobanna,830,Spain,Male,null,6,0.0,1,null,null,170893.85,null,null,null,null,null
15738885,Clements,723,Spain,Male,null,5,0.0,2,null,null,36193.07,null,null,null,null,0
15738963,Onyekaozulu,652,Germany,Female,null,3,121521.56,1,null,null,163798.41,null,null,null,null,1
15739077,Chukwuhaenye,662,France,Male,null,1,129770.53,1,null,null,57594.84,null,null,null,null,0
15739087,Pisani,679,Spain,Female,null,4,124782.61,1,null,null,114474.55,null,null,null,null,0
15739178,Tien,634,France,Female,null,6,89013.29,2,null,null,115724.71,null,null,null,null,0
15739191,Obidimkpa,601,Spain,Female,null,6,0.0,2,null,null,131778.97,null,null,null,null,0
15739278,Fanucci,679,Spain,Female,null,1,0.0,2,null,null,28137.03,null,null,null,null,0
15739981,Aksyonova,621,France,Male,null,3,0.0,1,null,null,177638.58,null,null,null,null,null
15740090,Chiu,573,Spain,Male,null,7,109794.62,1,null,null,159891.79,null,null,null,null,null
15740091,Iloerika,628,Spain,Female,null,8,0.0,2,null,null,164038.07,null,null,null,null,null
15740106,Fanucci,662,Spain,Female,null,7,0.0,2,null,null,91423.62,null,null,null,null,0
15740137,Yobanna,707,France,Male,null,3,0.0,2,null,null,49418.95,null,null,null,null,0
15740161,Brown,520,Germany,Female,null,5,101629.43,2,null,null,79871.15,null,null,null,null,0
15740168,Tien,690,France,Male,null,7,0.0,2,null,null,149170.98,null,null,null,null,0
15740176,Lipton,621,Germany,Female,null,2,97435.62,1,null,null,121798.59,null,null,null,null,1
15740220,Pisani,521,Spain,Male,null,8,0.0,2,null,null,103931.49,null,null,null,null,0
15740294,Wall,665,France,Male,null,2,41473.33,2,null,null,105898.69,null,null,null,null,0
15740333,Tuan,636,Germany,Male,null,6,107363.73,1,null,null,58877.0,null,null,null,null,null
15740402,Ting,708,France,Male,null,6,0.0,2,null,null,120158.72,null,null,null,null,0
15740605,Chukwuhaenye,809,Spain,Male,null,4,108431.12,2,null,null,101190.24,null,null,null,null,null
15741021,Ch'en,554,France,Male,null,4,139840.01,2,null,null,159844.4,null,null,null,null,null
15741028,Brown,569,Spain,Male,null,9,107949.41,1,null,null,55817.26,null,null,null,null,0
15741031,Chukwudi,711,Germany,Male,null,5,114722.92,2,null,null,131912.79,null,null,null,null,0
15741076,Chizoba,483,France,Female,null,2,122518.83,1,null,null,184312.77,null,null,null,null,null
15741090,Milani,635,Germany,Male,null,4,100431.25,2,null,null,144895.57,null,null,null,null,null
15741093,Lettiere,596,Spain,Male,null,1,117070.23,1,null,null,72861.94,null,null,null,null,null
15741245,Liao,699,Germany,Female,null,6,124401.52,1,null,null,173617.43,null,null,null,null,1
15741280,Milanesi,731,Germany,Male,null,3,153391.88,2,null,null,182865.87,null,null,null,null,0
15741326,Yegorova,633,Spain,Female,null,9,88308.87,1,null,null,69578.49,null,null,null,null,0
15741349,Houghton,669,Spain,Male,null,10,0.0,2,null,null,91565.96,null,null,null,null,0
15741391,Chia,660,Germany,Female,null,8,129891.59,1,null,null,182627.08,null,null,null,null,0
15741452,Grosse,850,Germany,Male,null,4,128707.31,1,null,null,178827.3,null,null,null,null,1
15741455,Nwachinemelu,628,France,Male,null,1,0.0,1,null,null,162885.69,null,null,null,null,null
15741551,Mazzi,594,France,Female,null,1,102949.16,1,null,null,94450.04,null,null,null,null,0
15741670,Okwuadigbo,647,Germany,Female,null,7,139979.07,1,null,null,63736.02,null,null,null,null,null
15741674,Hsueh,513,France,Female,null,4,0.0,1,null,null,51703.09,null,null,null,null,null
15741720,H?,611,France,Male,null,9,0.0,2,null,null,54417.35,null,null,null,null,0
15741723,Mazzanti,680,France,Female,null,5,0.0,2,null,null,170980.53,null,null,null,null,0
15741730,Nwankwo,553,France,Male,null,7,0.0,2,null,null,136081.82,null,null,null,null,null
15741753,Chin,613,France,Male,null,6,113348.12,1,null,null,123982.16,null,null,null,null,0
15741775,Tsai,684,France,Male,null,3,103764.56,1,null,null,173682.08,null,null,null,null,0
15741835,Romano,632,Germany,Male,null,5,152670.21,1,null,null,132896.64,null,null,null,null,1
15741924,Maughan,712,France,Female,null,9,141581.89,1,null,null,96687.06,null,null,null,null,null
15742034,Nwankwo,607,France,Male,null,2,0.0,2,null,null,62851.6,null,null,null,null,0
15742098,Scott,817,Spain,Male,null,4,0.0,1,null,null,117505.68,null,null,null,null,null
15742232,Tuan,709,Germany,Female,null,4,142641.54,2,null,null,70778.53,null,null,null,null,0
15742235,Hsu,577,France,Female,null,4,0.0,2,null,null,123866.43,null,null,null,null,null
15742237,Ozerova,652,Spain,Male,null,8,0.0,2,null,null,126381.6,null,null,null,null,null
15742265,T'ien,634,France,Male,null,4,0.0,2,null,null,88307.91,null,null,null,null,0
15742270,Lombardo,613,France,Female,null,1,0.0,1,null,null,125440.11,null,null,null,null,null
15742275,Ch'eng,714,France,Male,null,2,141231.56,1,null,null,173868.34,null,null,null,null,null
15742294,Tsou,675,France,Male,null,9,0.0,2,null,null,167743.16,null,null,null,null,0
15742298,Ch'eng,592,France,Male,null,6,105737.89,1,null,null,49373.16,null,null,null,null,0
15742329,Chukwumaobim,703,France,Female,null,10,0.0,2,null,null,18094.96,null,null,null,null,null
15742337,Chidimma,718,Germany,Male,null,2,133432.31,1,null,null,133032.51,null,null,null,null,null
15742388,K?,683,France,Male,null,7,0.0,2,null,null,104889.3,null,null,null,null,null
15742417,Pirozzi,582,Spain,Male,null,7,0.0,2,null,null,106655.88,null,null,null,null,null
15742418,Gannon,618,France,Male,null,8,81622.37,1,null,null,25407.58,null,null,null,null,0
15742472,Yeh,803,Spain,Female,null,0,0.0,2,null,null,172601.62,null,null,null,null,0
15742481,Pirozzi,731,France,Male,null,9,0.0,2,null,null,35600.65,null,null,null,null,null
15742510,Palerma,652,France,Male,null,5,0.0,2,null,null,25450.65,null,null,null,null,null
15742533,Pagnotto,679,France,Female,null,8,0.0,2,null,null,86022.97,null,null,null,null,null
15742566,Aksyonova,676,Spain,Male,null,9,0.0,2,null,null,102515.53,null,null,null,null,1
15742577,Onwumelu,700,Germany,Female,null,8,142668.58,2,null,null,126307.25,null,null,null,null,0
15742591,Lucciano,712,Spain,Male,null,6,0.0,2,null,null,173486.75,null,null,null,null,null
15742606,H?,768,France,Female,null,6,62974.64,2,null,null,177613.19,null,null,null,null,0
15742614,Hsing,642,France,Female,null,9,0.0,2,null,null,130541.2,null,null,null,null,null
15742626,Chiwetelu,671,France,Male,null,5,0.0,2,null,null,27509.8,null,null,null,null,0
15742634,Okorie,691,Germany,Female,null,3,79896.29,1,null,null,152998.78,null,null,null,null,1
15742642,Onyemachukwu,648,France,Male,null,6,0.0,2,null,null,94738.51,null,null,null,null,0
15742653,Sorenson,637,Germany,Male,null,3,125785.23,1,null,null,156792.89,null,null,null,null,1
15742669,Shao,724,France,Male,null,5,0.0,2,null,null,28690.8,null,null,null,null,0
15742671,Kenechukwu,796,Germany,Male,null,6,136658.61,1,null,null,83419.29,null,null,null,null,null
15742675,Nwokike,696,France,Male,null,9,0.0,2,null,null,129934.83,null,null,null,null,null
15742678,Ponce,661,Spain,Male,null,5,186788.96,1,null,null,173870.39,null,null,null,null,1
15742719,O'Donnell,569,France,Male,null,8,0.0,1,null,null,86945.0,null,null,null,null,null
15742736,Hs?,811,France,Female,null,4,0.0,2,null,null,57594.28,null,null,null,null,0
15742778,Zetticci,545,France,Female,null,8,0.0,2,null,null,187800.61,null,null,null,null,0
15742785,H?,543,France,Female,null,5,0.0,2,null,null,98615.73,null,null,null,null,null
15742793,Scott,732,France,Female,null,6,0.0,2,null,null,146747.77,null,null,null,null,0
15742840,Koehler,521,France,Female,null,9,0.0,2,null,null,121210.09,null,null,null,null,null
15742862,Chibugo,637,France,Male,null,1,152759.4,1,null,null,152323.59,null,null,null,null,null
15742882,Lai,714,France,Female,null,3,0.0,3,null,null,108887.39,null,null,null,null,null
15742890,Ngozichukwuka,543,France,Male,null,8,0.0,2,null,null,115141.58,null,null,null,null,null
15742903,Okwudiliolisa,682,Germany,Male,null,5,106723.28,1,null,null,101704.19,null,null,null,null,0
15742931,Chiang,663,Germany,Male,null,4,100488.92,2,null,null,92647.94,null,null,null,null,0
15742933,Onyekachukwu,479,Spain,Male,null,7,132837.07,1,null,null,78650.48,null,null,null,null,null
15742996,Ch'ien,585,Spain,Female,null,3,145295.31,1,null,null,124596.63,null,null,null,null,null
15743022,Ugoji,604,France,Male,null,5,0.0,2,null,null,162960.97,null,null,null,null,null
15743024,Shih,549,Spain,Male,null,9,87655.31,1,null,null,143535.11,null,null,null,null,null
15743032,Nwachinemelu,611,Germany,Female,null,5,110153.46,2,null,null,146448.52,null,null,null,null,0
15743034,K?,569,France,Female,null,7,0.0,2,null,null,143783.38,null,null,null,null,null
15743065,Rieke,667,France,Male,null,7,99826.13,1,null,null,163746.4,null,null,null,null,0
15743080,K?,543,Germany,Female,null,5,118448.19,2,null,null,110520.48,null,null,null,null,0
15743338,Hargreaves,683,France,Female,null,9,0.0,1,null,null,131886.46,null,null,null,null,null
15743360,Nnamdi,757,France,Female,null,3,0.0,2,null,null,172489.97,null,null,null,null,0
15743376,Nkemdirim,639,Germany,Female,null,3,125734.2,2,null,null,146411.5,null,null,null,null,0
15743438,Nwankwo,593,France,Male,null,3,0.0,2,null,null,125918.14,null,null,null,null,null
15743452,Martin,579,France,Male,null,0,0.0,1,null,null,52369.02,null,null,null,null,0
15743471,Onwughara,512,Spain,Male,null,3,0.0,2,null,null,128875.79,null,null,null,null,1
15743514,Nwabugwu,613,France,Male,null,5,0.0,1,null,null,118862.28,null,null,null,null,0
15743537,Ozoemena,684,France,Female,null,6,0.0,1,null,null,128881.09,null,null,null,null,null
15743541,Gough,590,Spain,Female,null,3,123557.1,1,null,null,127625.06,null,null,null,null,0
15743544,Ts'ui,643,France,Male,null,4,0.0,1,null,null,114448.01,null,null,null,null,null
15743547,Mancini,692,France,Female,null,6,0.0,2,null,null,823.41,null,null,null,null,0
15743576,L?,671,France,Male,null,2,0.0,2,null,null,180327.28,null,null,null,null,null
15743580,P'eng,615,France,Male,null,6,0.0,1,null,null,71425.67,null,null,null,null,0
15743607,Onyekachi,537,Germany,Female,null,9,116090.55,2,null,null,121433.62,null,null,null,null,0
15743618,Chukwudi,593,Germany,Male,null,3,121537.3,1,null,null,73334.01,null,null,null,null,0
15743672,Liao,737,Spain,Male,null,1,0.0,2,null,null,157784.45,null,null,null,null,0
15743674,Chidiebere,635,Spain,Male,null,9,118866.54,2,null,null,149955.92,null,null,null,null,null
15743690,Fenton,679,Spain,Male,null,3,0.0,2,null,null,180800.51,null,null,null,null,null
15743693,Pinto,675,Spain,Male,null,3,0.0,2,null,null,107876.2,null,null,null,null,0
15743717,Ku,726,France,Female,null,5,0.0,2,null,null,143981.17,null,null,null,null,0
15743826,Pisano,610,France,Male,null,8,124577.33,1,null,null,140764.08,null,null,null,null,null
15743913,Fiorentini,634,France,Male,null,3,0.0,1,null,null,130910.78,null,null,null,null,null
15743952,Goliwe,579,France,Female,null,8,92895.56,1,null,null,153356.8,null,null,null,null,0
15743975,Eluemuno,651,Spain,Male,null,9,0.0,2,null,null,81776.33,null,null,null,null,null
15743979,Baresi,608,Spain,Female,null,4,0.0,2,null,null,65618.01,null,null,null,null,0
15744035,Nwokeocha,725,France,Male,null,5,186825.57,1,null,null,152740.16,null,null,null,null,0
15744043,Chidozie,642,France,Male,null,6,99169.46,2,null,null,90106.68,null,null,null,null,0
15744045,Chukwuebuka,757,Germany,Female,null,5,114020.68,1,null,null,143980.51,null,null,null,null,0
15744136,Chu,739,Germany,Female,null,9,136911.09,1,null,null,1099.95,null,null,null,null,1
15744355,Tretiakova,539,France,Male,null,6,0.0,2,null,null,103557.97,null,null,null,null,0
15744526,Uwaezuoke,595,Spain,Male,null,4,152663.56,1,null,null,131083.19,null,null,null,null,1
15744544,Hsiao,717,Germany,Female,null,4,109783.69,2,null,null,163830.64,null,null,null,null,1
15744584,Avent,850,Spain,Female,null,5,0.0,2,null,null,139913.41,null,null,null,null,0
15744593,Hsing,738,Germany,Male,null,7,142028.88,3,null,null,177622.38,null,null,null,null,1
15744657,Genovese,653,Germany,Female,null,1,124098.54,2,null,null,167033.83,null,null,null,null,1
15744688,Shih,682,France,Male,null,6,138052.71,1,null,null,172531.82,null,null,null,null,0
15744692,Ch'ang,762,Germany,Female,null,5,91711.66,1,null,null,109688.66,null,null,null,null,0
15744894,McGregor,649,France,Female,null,9,0.0,1,null,null,155047.77,null,null,null,null,1
15745084,Tsai,716,France,Male,null,3,94488.38,2,null,null,43496.36,null,null,null,null,0
15745105,Chienezie,683,Germany,Male,null,5,138162.78,1,null,null,69584.21,null,null,null,null,0
15745106,Tuan,615,Spain,Male,null,1,91536.93,1,null,null,45418.12,null,null,null,null,0
15745109,Wu,641,France,Female,null,1,0.0,1,null,null,134937.73,null,null,null,null,0
15745306,Ts'ai,637,France,Female,null,5,148913.78,1,null,null,101839.79,null,null,null,null,0
15745353,Ibezimako,707,Spain,Male,null,2,116848.74,1,null,null,176433.5,null,null,null,null,0
15745371,Chimaobim,553,Germany,Male,null,0,127862.93,2,null,null,136869.29,null,null,null,null,null
15745404,Lin,769,Spain,Male,null,6,157228.61,2,null,null,124382.9,null,null,null,null,0
15746064,Tien,633,France,Male,null,8,152884.52,1,null,null,121053.9,null,null,null,null,1
15746071,Onyemauchechi,706,France,Male,null,2,120769.78,1,null,null,110560.44,null,null,null,null,null
15746253,Chinomso,678,France,Male,null,7,142296.99,2,null,null,52424.44,null,null,null,null,null
15746277,Y?an,731,France,Male,null,7,73070.18,1,null,null,100722.72,null,null,null,null,0
15746282,Ts'ai,678,Germany,Female,null,7,148962.64,2,null,null,125953.95,null,null,null,null,null
15746295,K'ung,749,Germany,Male,null,5,98899.59,1,null,null,88783.79,null,null,null,null,null
15746413,Chinwemma,675,Spain,Female,null,10,0.0,3,null,null,180716.1,null,null,null,null,1
15746458,Iloerika,565,Germany,Female,null,2,113599.74,1,null,null,109496.69,null,null,null,null,1
15746469,Hs?,591,France,Male,null,3,0.0,1,null,null,158886.88,null,null,null,null,null
15746471,T'ien,554,France,Male,null,2,0.0,1,null,null,70810.8,null,null,null,null,1
15746511,T'ao,668,France,Female,null,4,163543.53,2,null,null,156921.11,null,null,null,null,0
15746552,Tuan,682,France,Male,null,6,0.0,2,null,null,103746.85,null,null,null,null,0
15746566,Onyemachukwu,734,France,Male,null,8,0.0,1,null,null,65902.83,null,null,null,null,null
15746649,Yermakov,619,France,Male,null,6,0.0,2,null,null,176670.38,null,null,null,null,null
15746663,Tien,762,Spain,Female,null,1,0.0,2,null,null,55400.16,null,null,null,null,0
15746672,T'an,622,France,Female,null,7,0.0,1,null,null,163714.92,null,null,null,null,null
15746693,Tung,581,Germany,Female,null,3,136820.91,1,null,null,132418.64,null,null,null,null,0
15746734,Chidi,520,France,Male,null,6,0.0,2,null,null,77525.65,null,null,null,null,0
15746807,Mazzanti,684,Spain,Male,null,0,146580.11,1,null,null,52310.29,null,null,null,null,null
